match_no,batting_team,batting_side,overs,runs,"bowler_to_batsman, runs",commentary,numerical_runs,bowler,batsman,preprocessed_commentary
13,PAK,2,0.5,0,"Madushanka to Rizwan, no run","leans into a cover drive, but sharp fielding means there's no run on offer",0,Madushanka,Rizwan,"['lean', 'cover', 'drive', 'sharp', 'field', 'mean', 'run', 'offer']"
13,PAK,2,0.6,1,"Madushanka to Rizwan, 1 run","driven to mid-on, and Pakistan took on the fielder, who doesn't collect cleanly. Not the worst over given the start, but even so, 12 off it",1,Madushanka,Rizwan,"['driven', 'mind', 'took', 'fielder', 'doe', ""n't"", 'collect', 'cleanli', 'worst', 'given', 'start', 'even']"
13,PAK,2,1.1,0,"Theekshana to Rizwan, no run","slides this one through, and it's defended to midwicket",0,Theekshana,Rizwan,"['slide', 'thi', 'defend', 'midwicket']"
13,PAK,2,1.2,1w,"Theekshana to Rizwan, 1 wide",dragged down legside,1,Theekshana,Rizwan,"['drag', 'besid']"
13,PAK,2,1.2,0,"Theekshana to Rizwan, no run","tailing into the right hander, who steers it into the onside",0,Theekshana,Rizwan,"['tail', 'right', 'harder', 'steer', 'onsid']"
13,PAK,2,1.3,0,"Theekshana to Rizwan, no run","this held its line, and Rizwan defends",0,Theekshana,Rizwan,"['thi', 'held', 'line', 'rowan', 'defend']"
13,PAK,2,1.4,0,"Theekshana to Rizwan, no run",slashed through the offside without timing it. Good over so far,0,Theekshana,Rizwan,"['slash', 'offsid', 'without', 'time', 'good', 'far']"
13,PAK,2,1.5,1,"Theekshana to Rizwan, 1 run",gets down on one knee and pulls it towards midwicket for a single,1,Theekshana,Rizwan,"['get', 'knee', 'pull', 'toward', 'midwicket']"
13,PAK,2,1.6,2,"Theekshana to Babar Azam, 2 runs","nurdled into the onside and calls two immediately. Rizwan needed an almighty dive to get there, but that's what he excels at",2,Theekshana,Babar Azam,"['curdl', 'onsid', 'call', 'immedi', 'rowan', 'need', 'almighti', 'dive', 'get', 'excel']"
13,PAK,2,2.1,0,"Madushanka to Rizwan, no run",wide yorker at 142kph. He tried to crunch it through the offside but played down the wrong line,0,Madushanka,Rizwan,"['wide', 'yorker', '142kph', 'tri', 'crunch', 'offsid', 'play', 'wrong', 'line']"
13,PAK,2,2.2,4,"Madushanka to Rizwan, FOUR runs","silky drive back past the bowler. Leant into it, using the bowler's pace to caress it back down the ground",4,Madushanka,Rizwan,"['silki', 'drive', 'back', 'past', 'bowler', 'least', 'use', 'bowler', 'pace', 'caress', 'back', 'ground']"
13,PAK,2,2.3,0,"Madushanka to Rizwan, no run","plays outside the line off the ball, and ends up beaten. Went searching for that one outside off",0,Madushanka,Rizwan,"['play', 'outsid', 'line', 'ball', 'end', 'beaten', 'went', 'search', 'outsid']"
13,PAK,2,2.4,0,"Madushanka to Rizwan, no run",prodded into the offside into the field,0,Madushanka,Rizwan,"['prod', 'offsid', 'field']"
13,PAK,2,2.5,0,"Madushanka to Rizwan, no run","classy looking drive, but it's placed directly where mid-off is stationed",0,Madushanka,Rizwan,"['classi', 'look', 'drive', 'place', 'directli', 'doff', 'statid']"
13,PAK,2,2.6,0,"Madushanka to Rizwan, no run","another sensational drive to cover, but the fielder puts in a great dive and ensures no runs are possible. Pakistan 10 off the first ball, and a further ten off the next 2.5",0,Madushanka,Rizwan,"['anoth', 'sensat', 'drive', 'cover', 'fielder', 'put', 'great', 'dive', 'ensur', 'run', 'possibl', 'first', 'ball', 'ten', 'next']"
13,PAK,2,3.1,2,"Pramod Madushan Liyanagamage to Babar Azam, 2 runs","clipped over midwicket, not by much, mind, but he gets away with it and Pakistan get a couple",2,Pramod Madushan Liyanagamage,Babar Azam,"['clip', 'midwicket', 'much', 'mind', 'get', 'away', 'get']"
13,PAK,2,3.2,W,"Pramod Madushan Liyanagamage to Babar Azam, OUT","poor ball, but poorer shot, and a fantastic catch at short fine! Babar Azam's wretched Asia Cup comes to an end with a shot that encapsulates his tournament. It was tailing down leg, and Babar looked to help it towards the fine leg boundary, but directed it straight at fine leg, who jumped to hang on to a good catch",0,Pramod Madushan Liyanagamage,Babar Azam,"['poor', 'ball', 'poorer', 'shot', 'fantast', 'catch', 'short', 'fine', 'baba', 'arm', 'wretch', 'aria', 'cup', 'come', 'end', 'shot', 'encapsul', 'hi', 'tournament', 'wa', 'tail', 'leg', 'baba', 'look', 'help', 'toward', 'fine', 'leg', 'boundari', 'direct', 'straight', 'fine', 'leg', 'jump', 'hang', 'good', 'catch']"
13,PAK,2,3.3,W,"Pramod Madushan Liyanagamage to Zaman, OUT","two in two, and Fakhar's on his way! He's dragged on to his stumps, and there's bedlam in the Sri Lankan supporters' contingent. Madushanka has two in two, while the look on Fakhar's face reflects Pakistan's feelings. Sri Lanka on top, and how!",0,Pramod Madushan Liyanagamage,Zaman,"['father', 'hi', 'way', 'drag', 'hi', 'stump', 'bedlam', 'sri', 'lanka', 'support', 'conting', 'madushanka', 'ha', 'look', 'father', 'face', 'reflect', 'feel', 'sri', 'lanka', 'top']"
13,PAK,2,3.4,1,"Pramod Madushan Liyanagamage to Iftikhar, 1 run",guides it into the midwicket region to get off the mark,1,Pramod Madushan Liyanagamage,Iftikhar,"['guid', 'midwicket', 'region', 'get', 'mark']"
13,PAK,2,3.5,0,"Pramod Madushan Liyanagamage to Rizwan, no run","prodded towards midwicket, and the pressure continues to build. Sri Lanka are surging right now",0,Pramod Madushan Liyanagamage,Rizwan,"['prod', 'toward', 'midwicket', 'pressur', 'continu', 'build', 'surg', 'right']"
13,PAK,2,3.6,1,"Pramod Madushan Liyanagamage to Rizwan, 1 run","hits him high on the bat, but get gets it to mid-on to keep the strike anyway",1,Pramod Madushan Liyanagamage,Rizwan,"['hit', 'high', 'bat', 'get', 'get', 'mind', 'keep', 'strike', 'anyway']"
13,PAK,2,4.1,2,"Madushanka to Rizwan, 2 runs","short ball on the body. Rizwan pulls it aerially through midwicket for a couple. Didn't get all of it, mind",2,Madushanka,Rizwan,"['short', 'ball', 'bodi', 'rowan', 'pull', 'aerial', 'midwicket', ""n't"", 'get', 'mind']"
13,PAK,2,4.2,1,"Madushanka to Rizwan, 1 run",no timing on the drive. Gets the inner half of the bat to mid-off,1,Madushanka,Rizwan,"['time', 'drive', 'get', 'inner', 'half', 'bat', 'doff']"
13,PAK,2,4.3,0,"Madushanka to Iftikhar, no run","play and a miss - or is it a miss? Shanaka ponders reviewing, and decides against, though I heard a sound",0,Madushanka,Iftikhar,"['play', 'miss', 'miss', 'shank', 'ponder', 'review', 'decid', 'though', 'heard', 'sound']"
13,PAK,2,4.4,1,"Madushanka to Iftikhar, 1 run",doesn't quite get on top of the short ball that he muscles into the onside,1,Madushanka,Iftikhar,"['doe', ""n't"", 'quit', 'get', 'top', 'short', 'ball', 'muscl', 'onsid']"
13,PAK,2,4.5,0,"Madushanka to Rizwan, no run",hit low on the blade and it's defended to mid-off,0,Madushanka,Rizwan,"['hit', 'low', 'blade', 'defend', 'doff']"
13,PAK,2,4.6,4,"Madushanka to Rizwan, FOUR runs",punched through cover-point and this one pierces the cover region and races away for four. Beautifully carved away,4,Madushanka,Rizwan,"['punch', 'overprint', 'thi', 'pierc', 'cover', 'region', 'race', 'away', 'beauti', 'carv', 'away']"
13,PAK,2,5.1,0,"Pramod Madushan Liyanagamage to Iftikhar, no run","length ball, defended to mid-on",0,Pramod Madushan Liyanagamage,Iftikhar,"['length', 'ball', 'defend', 'mind']"
13,PAK,2,5.2,2,"Pramod Madushan Liyanagamage to Iftikhar, 2 runs","mistimed slightly, the pick-up shot through the onside. But it lands in a gap and they come back for a couple",2,Pramod Madushan Liyanagamage,Iftikhar,"['mistim', 'slightli', 'pickup', 'shot', 'onsid', 'land', 'gap', 'come', 'back']"
13,PAK,2,5.3,0,"Pramod Madushan Liyanagamage to Iftikhar, no run","slapped towards mid-off, where a brilliant bit of fielding with an outstretched right hand saves a certain four runs",0,Pramod Madushan Liyanagamage,Iftikhar,"['slap', 'toward', 'doff', 'brilliant', 'bit', 'field', 'outstretch', 'right', 'hand', 'save', 'certain', 'run']"
13,PAK,2,5.4,1,"Pramod Madushan Liyanagamage to Iftikhar, 1 run",yorkerm dug out towards long-on for a single,1,Pramod Madushan Liyanagamage,Iftikhar,"['yorker', 'dug', 'toward', 'logon']"
13,PAK,2,5.5,1,"Pramod Madushan Liyanagamage to Rizwan, 1 run","slower bouncer, steered towards midwicket for another single. Sri Lanka strangling fairly effectively through this Powerplay",1,Pramod Madushan Liyanagamage,Rizwan,"['slower', 'bouncer', 'steer', 'toward', 'midwicket', 'anoth', 'sri', 'lanka', 'strangl', 'fairli', 'effect', 'thi', 'overplay']"
13,PAK,2,5.6,1,"Pramod Madushan Liyanagamage to Iftikhar, 1 run","leading edge through the offside, where a little misfield allows him to keep the strike. Sri Lanka all over Pakistan in that Powerplay",1,Pramod Madushan Liyanagamage,Iftikhar,"['lead', 'edg', 'offsid', 'littl', 'misfield', 'allow', 'keep', 'strike', 'sri', 'lanka', 'overplay']"
13,PAK,2,6.1,0,"Hasaranga de Silva to Iftikhar, no run",bowls a wrong'un that's defended into the offside,0,Hasaranga de Silva,Iftikhar,"['bowl', 'wrong', 'defend', 'offsid']"
13,PAK,2,6.2,4,"Hasaranga de Silva to Iftikhar, FOUR runs","slapped over cover, and this one's in the gap in the offside. A much needed boundary from Iftikhar",4,Hasaranga de Silva,Iftikhar,"['slap', 'cover', 'thi', 'gap', 'offsid', 'much', 'need', 'boundari', 'iftikhar']"
13,PAK,2,6.3,0,"Hasaranga de Silva to Iftikhar, no run",defended back to the bowler,0,Hasaranga de Silva,Iftikhar,"['defend', 'back', 'bowler']"
13,PAK,2,6.4,1,"Hasaranga de Silva to Iftikhar, 1 run",steered into a vacant cover region as the pair exchange ends,1,Hasaranga de Silva,Iftikhar,"['steer', 'vacant', 'cover', 'region', 'pair', 'exchang', 'end']"
13,PAK,2,6.5,1,"Hasaranga de Silva to Rizwan, 1 run","miscued a sweep towards short fine leg, but SL briefly thought he'd got pad on it. The umpire didn't",1,Hasaranga de Silva,Rizwan,"['miscu', 'sweep', 'toward', 'short', 'fine', 'leg', 'briefli', 'thought', 'got', 'pad', 'umpir', ""n't""]"
13,PAK,2,6.6,0,"Hasaranga de Silva to Iftikhar, no run","gives this plenty of flight, and it's eased towards the offside",0,Hasaranga de Silva,Iftikhar,"['give', 'thi', 'plenti', 'flight', 'ea', 'toward', 'offsid']"
13,PAK,2,7.1,4,"C Karunaratne to Rizwan, FOUR runs","slower delivery to start, but he saw it coming,and pulled it to square leg for a boundary",4,C Karunaratne,Rizwan,"['slower', 'deliveri', 'start', 'saw', 'comingand', 'pull', 'squar', 'leg', 'boundari']"
13,PAK,2,7.3,1,"C Karunaratne to Rizwan, 1 run","slower delivery again, guided into the offside and they scurry through for a quick single",1,C Karunaratne,Rizwan,"['slower', 'deliveri', 'guid', 'offsid', 'scurri', 'quick']"
13,PAK,2,7.4,1,"C Karunaratne to Iftikhar, 1 run","short ball, he had to pick it up from well over his head to guide it through the onside for a single",1,C Karunaratne,Iftikhar,"['short', 'ball', 'pick', 'well', 'hi', 'head', 'guid', 'onsid']"
13,PAK,2,7.5,1,"C Karunaratne to Rizwan, 1 run","slightly back of a length. It's nudged into the onside towards long-on. Rizwan briefly believed two was on, but Sri Lanka made sure that was never an option",1,C Karunaratne,Rizwan,"['slightli', 'back', 'length', 'nudg', 'onsid', 'toward', 'logon', 'rowan', 'briefli', 'believ', 'wa', 'sri', 'lanka', 'made', 'sure', 'wa', 'never', 'option']"
13,PAK,2,7.6,1,"C Karunaratne to Iftikhar, 1 run","takes the pace off again, and it's eased into the onside for a single. Sreshth will take you through to the end, so here he goes!",1,C Karunaratne,Iftikhar,"['take', 'pace', 'ea', 'onsid', 'sreshth', 'take', 'end', 'goe']"
13,PAK,2,8.1,1,"Theekshana to Iftikhar, 1 run",good length on off from Theekshana. Punched off the back foot to long on,1,Theekshana,Iftikhar,"['good', 'length', 'theekshana', 'punch', 'back', 'foot', 'long']"
13,PAK,2,8.2,4,"Theekshana to Rizwan, FOUR runs","good length ball just outside off. Rizwan hangs on the back foot and pokes at the ball very late, getting a late dab past short third for a boundary!",4,Theekshana,Rizwan,"['good', 'length', 'ball', 'outsid', 'rowan', 'hang', 'back', 'foot', 'poke', 'ball', 'veri', 'late', 'get', 'late', 'dab', 'past', 'short', 'third', 'boundari']"
13,PAK,2,8.3,1,"Theekshana to Rizwan, 1 run","full outside off. Gets low, stretches out, and drives to deep point",1,Theekshana,Rizwan,"['full', 'outsid', 'get', 'low', 'stretch', 'drive', 'deep', 'point']"
13,PAK,2,8.4,1,"Theekshana to Iftikhar, 1 run","good length on off. Swiped off the back foot, off his waist, to deep square leg",1,Theekshana,Iftikhar,"['good', 'length', 'swipe', 'back', 'foot', 'hi', 'waist', 'deep', 'squar', 'leg']"
13,PAK,2,8.5,2,"Theekshana to Rizwan, 2 runs","good length ball on middle. Gets onto the back foot and clips it to deep midwicket. They have to hurry for the second since Hasaranga has a strong arm, but the batters are safe because the bowler can't collect cleanly.",2,Theekshana,Rizwan,"['good', 'length', 'ball', 'middl', 'get', 'onto', 'back', 'foot', 'clip', 'deep', 'midwicket', 'hurri', 'sinc', 'ha', 'strong', 'arm', 'batter', 'safe', 'becaus', 'bowler', 'ca', 'nt', 'collect', 'cleanli']"
13,PAK,2,8.6,1,"Theekshana to Rizwan, 1 run",full ball on middle. Drifting into his pads. Worked to deep midwicket for a single,1,Theekshana,Rizwan,"['full', 'ball', 'middl', 'drift', 'hi', 'pad', 'work', 'deep', 'midwicket']"
13,PAK,2,9.1,1,"Hasaranga de Silva to Rizwan, 1 run",full and wide outside off. Googly swept to deep square leg,1,Hasaranga de Silva,Rizwan,"['full', 'wide', 'outsid', 'googli', 'swept', 'deep', 'squar', 'leg']"
13,PAK,2,9.2,1,"Hasaranga de Silva to Iftikhar, 1 run",fullish on off. Googly turning into middle. Worked off his pads to midwicket with soft hands,1,Hasaranga de Silva,Iftikhar,"['fullish', 'googli', 'turn', 'middl', 'work', 'hi', 'pad', 'midwicket', 'soft', 'hand']"
13,PAK,2,9.3,1,"Hasaranga de Silva to Rizwan, 1 run","appeal for lbw off this googly. Full ball outside off and turning in with the batter looking to defend off the front foot. Hits the front leg and the ball rolls away to short third. Shanaka reviews this not-out decision. Prima facie looks like impact is probably outside off stump. But first, UltraEdge since the ball is close to the bat's inside edge. UltraEdge taking time to load....giving Rizwan enough time to take a breather. He's been scurrying between the wickets all innings, and Dubai is warm. Been over two minutes, still waiting for the UltraEdge. And Ultra_edge says the ball hit the bat! We won't need to ball-tracking at all. Sri Lanka lose a review.",1,Hasaranga de Silva,Rizwan,"['appeal', 'law', 'thi', 'googli', 'full', 'ball', 'outsid', 'turn', 'batter', 'look', 'defend', 'front', 'foot', 'hit', 'front', 'leg', 'ball', 'roll', 'away', 'short', 'third', 'shank', 'review', 'thi', 'tout', 'decis', 'prime', 'face', 'look', 'like', 'impact', 'probabl', 'outsid', 'stump', 'first', 'ultraedg', 'sinc', 'ball', 'close', 'bat', 'insid', 'edg', 'ultraedg', 'take', 'time', 'loadgiv', 'rowan', 'enough', 'time', 'take', 'breather', 'scurri', 'wicket', 'inning', 'dual', 'warm', 'minut', 'still', 'wait', 'ultraedg', 'ultra_edg', 'say', 'ball', 'hit', 'bat', 'wo', 'nt', 'need', 'backtrack', 'sri', 'lanka', 'lose', 'review']"
13,PAK,2,9.4,1,"Hasaranga de Silva to Iftikhar, 1 run",full ball on off. Legbreak this time. Pushed to cover with soft hands,1,Hasaranga de Silva,Iftikhar,"['full', 'ball', 'legbreak', 'thi', 'time', 'push', 'cover', 'soft', 'hand']"
13,PAK,2,9.5,1,"Hasaranga de Silva to Rizwan, 1 run",full on off. Swept to deep backward square leg for a single,1,Hasaranga de Silva,Rizwan,"['full', 'swept', 'deep', 'backward', 'squar', 'leg']"
13,PAK,2,9.6,0,"Hasaranga de Silva to Iftikhar, no run",full outside off. Googly pushed to cover. Pakistan need 103 off 10 overs with the drinks break now taken,0,Hasaranga de Silva,Iftikhar,"['full', 'outsid', 'googli', 'push', 'cover', 'need', 'drink', 'break', 'taken']"
13,PAK,2,10.1,0,"C Karunaratne to Rizwan, no run",good length ball just outside off. Angling into off. Fended back to the bowler,0,C Karunaratne,Rizwan,"['good', 'length', 'ball', 'outsid', 'angl', 'fend', 'back', 'bowler']"
13,PAK,2,10.2,1,"C Karunaratne to Rizwan, 1 run",full just outside off. Flourishing drive to wide long on for a single,1,C Karunaratne,Rizwan,"['full', 'outsid', 'flourish', 'drive', 'wide', 'long']"
13,PAK,2,10.3,1,"C Karunaratne to Iftikhar, 1 run","slower ball, full on middle stump. Pushed to deep midwicket",1,C Karunaratne,Iftikhar,"['slower', 'ball', 'full', 'middl', 'stump', 'push', 'deep', 'midwicket']"
13,PAK,2,10.4,1,"C Karunaratne to Rizwan, 1 run",back of a length just outside off. Doesn't bounce as much as Rizwan expected it. Jabbed down to deep third,1,C Karunaratne,Rizwan,"['back', 'length', 'outsid', 'doe', ""n't"", 'bounc', 'much', 'rowan', 'expect', 'jab', 'deep', 'third']"
13,PAK,2,10.5,1,"C Karunaratne to Iftikhar, 1 run",short ball angling into his helmet. Pulled along the carpet to deep midwicket,1,C Karunaratne,Iftikhar,"['short', 'ball', 'angl', 'hi', 'helmet', 'pull', 'along', 'carpet', 'deep', 'midwicket']"
13,PAK,2,10.6,2,"C Karunaratne to Rizwan, 2 runs","back of the hand slower ball. Full just outside leg. Worked with soft hands into the big gap at midwicket, and with the outfielders running in, there is enough time to take the second",2,C Karunaratne,Rizwan,"['back', 'hand', 'slower', 'ball', 'full', 'outsid', 'leg', 'work', 'soft', 'hand', 'big', 'gap', 'midwicket', 'outfield', 'run', 'enough', 'time', 'take']"
13,PAK,2,11.1,0,"Hasaranga de Silva to Iftikhar, no run",full on off. Googly defended to cover. Compact shot,0,Hasaranga de Silva,Iftikhar,"['full', 'googli', 'defend', 'cover', 'compact', 'shot']"
13,PAK,2,11.2,6,"Hasaranga de Silva to Iftikhar, SIX runs","out of syllabus! Iftikhar seemed to be the accumulator for so long, but he he has now taken on Sri Lanka's trump card. Full outside off, and the googly ends up coming in his arc. Swings across the line and the slog sweep is deposited at deep midwicket",6,Hasaranga de Silva,Iftikhar,"['syllabu', 'iftikhar', 'seem', 'accumul', 'long', 'ha', 'taken', 'sri', 'lanka', 'trump', 'card', 'full', 'outsid', 'googli', 'end', 'come', 'hi', 'arc', 'swing', 'across', 'line', 'slog', 'sweep', 'deposit', 'deep', 'midwicket']"
13,PAK,2,11.3,4,"Hasaranga de Silva to Iftikhar, FOUR runs","one-bounce four! Full on off. Iftikhar clears the front leg and hits an inside-out lofted shot over Hasaranga's head. Long off running to his right to cut it off, but alas for Sri Lanka, he can't get there!",4,Hasaranga de Silva,Iftikhar,"['bounc', 'full', 'iftikhar', 'clear', 'front', 'leg', 'hit', 'insidi', 'loft', 'shot', 'hasaranga', 'head', 'long', 'run', 'hi', 'right', 'cut', 'ala', 'sri', 'lanka', 'ca', 'nt', 'get']"
13,PAK,2,11.4,2,"Hasaranga de Silva to Iftikhar, 2 runs","flatter. Good length outside off. Tries the cut, gets a thick edge. Ball racing away to the deep third boundary but the infielder runs to intercept",2,Hasaranga de Silva,Iftikhar,"['flatter', 'good', 'length', 'outsid', 'tri', 'cut', 'get', 'thick', 'edg', 'ball', 'race', 'away', 'deep', 'third', 'boundari', 'infield', 'run', 'intercept']"
13,PAK,2,11.5,1,"Hasaranga de Silva to Iftikhar, 1 run",ball stays low! Full outside off. Sliding through and also not bouncing much. Worked to deep midwicket,1,Hasaranga de Silva,Iftikhar,"['ball', 'stay', 'low', 'full', 'outsid', 'slide', 'also', 'bounc', 'much', 'work', 'deep', 'midwicket']"
13,PAK,2,11.6,1,"Hasaranga de Silva to Rizwan, 1 run",full outside off. Gets outside off and sweeps to deep backward square leg. 14 off the over,1,Hasaranga de Silva,Rizwan,"['full', 'outsid', 'get', 'outsid', 'sweep', 'deep', 'backward', 'squar', 'leg']"
13,PAK,2,12.1,2,"Theekshana to Rizwan, 2 runs",good length just outside off. Gets back deep in his crease and swipes across the line to deep midwicket,2,Theekshana,Rizwan,"['good', 'length', 'outsid', 'get', 'back', 'deep', 'hi', 'creas', 'swipe', 'across', 'line', 'deep', 'midwicket']"
13,PAK,2,12.2,0,"Theekshana to Rizwan, no run","yorker length, just outside off stump. Dug out towards cover point",0,Theekshana,Rizwan,"['yorker', 'length', 'outsid', 'stump', 'dug', 'toward', 'cover', 'point']"
13,PAK,2,12.3,1,"Theekshana to Rizwan, 1 run",full on off stump. Drifting into his pads. Tucked off his toes to deep midwicket,1,Theekshana,Rizwan,"['full', 'stump', 'drift', 'hi', 'pad', 'tuck', 'hi', 'toe', 'deep', 'midwicket']"
13,PAK,2,12.4,0,"Theekshana to Iftikhar, no run",quicker one. Fullish just outside off. Sticks the bat low to ensure the low bounce doesn't dismiss him. Takes the outside edge and rolls away to backward point,0,Theekshana,Iftikhar,"['quicker', 'fullish', 'outsid', 'stick', 'bat', 'low', 'ensur', 'low', 'bounc', 'doe', ""n't"", 'dismiss', 'take', 'outsid', 'edg', 'roll', 'away', 'backward', 'point']"
13,PAK,2,12.5,0,"Theekshana to Iftikhar, no run",full on off. Full face of the bat in his front-foot block,0,Theekshana,Iftikhar,"['full', 'full', 'face', 'bat', 'hi', 'frontfoot', 'block']"
13,PAK,2,12.6,0,"Theekshana to Iftikhar, no run","short and wide. Tries to cut but misses. Keeper fluffs it too, but doesn't seem to be any edge, or was there? We'll never quite find out. A tidy over from Theekshana.",0,Theekshana,Iftikhar,"['short', 'wide', 'tri', 'cut', 'miss', 'keeper', 'fluff', 'doe', ""n't"", 'seem', 'ani', 'edg', 'wa', 'well', 'never', 'quit', 'find', 'tidi', 'theekshana']"
13,PAK,2,13.1,1,"Pramod Madushan Liyanagamage to Rizwan, 1 run",good length ball on a fourth-stump line. Worked off his pads to deep midwicket,1,Pramod Madushan Liyanagamage,Rizwan,"['good', 'length', 'ball', 'thstump', 'line', 'work', 'hi', 'pad', 'deep', 'midwicket']"
13,PAK,2,13.2,1w,"Pramod Madushan Liyanagamage to Iftikhar, 1 wide",back of a length on middle and leg. Loopy bouncer going down the leg side,1,Pramod Madushan Liyanagamage,Iftikhar,"['back', 'length', 'middl', 'leg', 'loopi', 'bouncer', 'go', 'leg', 'side']"
13,PAK,2,13.2,W,"Pramod Madushan Liyanagamage to Iftikhar, OUT","mowed into the night sky! However, it doesn't have the legs for six. A 127kph delivery, full on off. Iftikhar clears the front leg and tries to hammer it for half a dozen, but he's sliced the shot. Fielder at deep backward square leg got under it, then waited nervously for the ball to come down, and then took a catch before taking a tumble onto the ground. Third scalp for Pramod Madushan Liyanagamage",0,Pramod Madushan Liyanagamage,Iftikhar,"['mow', 'night', 'sky', 'howev', 'doe', ""n't"", 'leg', '127kph', 'deliveri', 'full', 'iftikhar', 'clear', 'front', 'leg', 'tri', 'hammer', 'half', 'dozen', 'slice', 'shot', 'fielder', 'deep', 'backward', 'squar', 'leg', 'got', 'wait', 'nervous', 'ball', 'come', 'took', 'catch', 'befor', 'take', 'tumbl', 'onto', 'ground', 'third', 'scalp', 'pray']"
13,PAK,2,13.3,1,"Pramod Madushan Liyanagamage to Rizwan, 1 run","length ball on middle stump, and worked off his waist to midwicket",1,Pramod Madushan Liyanagamage,Rizwan,"['length', 'ball', 'middl', 'stump', 'work', 'hi', 'waist', 'midwicket']"
13,PAK,2,13.4,1,"Pramod Madushan Liyanagamage to Nawaz, 1 run",full just outside off. Smears a drive through the covers but there's someone at the deep,1,Pramod Madushan Liyanagamage,Nawaz,"['full', 'outsid', 'smear', 'drive', 'cover', 'deep']"
13,PAK,2,13.5,1,"Pramod Madushan Liyanagamage to Rizwan, 1 run","full on middle, and he flicks it well behind square. But that region is protected on the leg side",1,Pramod Madushan Liyanagamage,Rizwan,"['full', 'middl', 'flick', 'well', 'behind', 'squar', 'region', 'protect', 'leg', 'side']"
13,PAK,2,13.6,1,"Pramod Madushan Liyanagamage to Nawaz, 1 run",good length on middle. Punchy shot standing tall to deep extra cover,1,Pramod Madushan Liyanagamage,Nawaz,"['good', 'length', 'middl', 'punchi', 'shot', 'stand', 'tall', 'deep', 'extra', 'cover']"
13,PAK,2,14.1,2,"Dhananjaya to Nawaz, 2 runs","around the stumps. Full outside off. Flayed over the bowler's head, and has four written all over it, but long off dives to his left and sticks one hand out to stop the four! Gunathilaka the fielder putting in the hard yards.",2,Dhananjaya,Nawaz,"['around', 'stump', 'full', 'outsid', 'flay', 'bowler', 'head', 'ha', 'written', 'long', 'dive', 'hi', 'left', 'stick', 'hand', 'stop', 'gunathilaka', 'fielder', 'put', 'hard', 'yard']"
13,PAK,2,14.2,2,"Dhananjaya to Nawaz, 2 runs","tosses it up, ends up as a knee-high full toss outside off. Slapped to deep backward point for a couple more. Team hundred",2,Dhananjaya,Nawaz,"['toss', 'end', 'kneehigh', 'full', 'toss', 'outsid', 'slap', 'deep', 'backward', 'point', 'team']"
13,PAK,2,14.3,0,"Dhananjaya to Nawaz, no run","flat delivery. Length ball on off and angling into leg. Misses the flick, hits his pad",0,Dhananjaya,Nawaz,"['flat', 'deliveri', 'length', 'ball', 'angl', 'leg', 'miss', 'flick', 'hit', 'hi', 'pad']"
13,PAK,2,14.4,0,"Dhananjaya to Nawaz, no run","another dot! Yorker length, at the base of off. Dug back to DDS",0,Dhananjaya,Nawaz,"['anoth', 'dot', 'yorker', 'length', 'base', 'dug', 'back', 'odd']"
13,PAK,2,14.5,0,"Dhananjaya to Nawaz, no run","hat-trick of dots! Full on leg. Nawaz clears the front leg to slog into the leg side. Misses, past his edge, past leg stump too!",0,Dhananjaya,Nawaz,"['hayrick', 'dot', 'full', 'leg', 'nawab', 'clear', 'front', 'leg', 'slog', 'leg', 'side', 'miss', 'past', 'hi', 'edg', 'past', 'leg', 'stump']"
13,PAK,2,14.6,0,"Dhananjaya to Nawaz, no run","fourth dot in a row, and very nearly a wicket too! Slower through the air. Length ball on off, and gets a bit late to Nawaz as he tries to punch off the back foot. Hits the top-half of the bat, and the ball pops back for DDS to perhaps take a catch, but the ball falls just in front! #Tantalising",0,Dhananjaya,Nawaz,"['th', 'dot', 'row', 'veri', 'nearli', 'wicket', 'slower', 'air', 'length', 'ball', 'get', 'bit', 'late', 'nawab', 'tri', 'punch', 'back', 'foot', 'hit', 'tophalf', 'bat', 'ball', 'pop', 'back', 'odd', 'perhap', 'take', 'catch', 'ball', 'fall', 'front', 'tantal']"
13,PAK,2,15.1,1,"C Karunaratne to Rizwan, 1 run",takes pace off. Length ball on off. Pulled to deep square leg,1,C Karunaratne,Rizwan,"['take', 'pace', 'length', 'ball', 'pull', 'deep', 'squar', 'leg']"
13,PAK,2,15.2,W,"C Karunaratne to Nawaz, OUT","short ball, on leg stump. Nawaz tries to pull but the ball gets somewhat big on him. Nonetheless, he's got some connection, but clearly not good enough! Gobbled up by deep backward square well inside the boundary line.",0,C Karunaratne,Nawaz,"['short', 'ball', 'leg', 'stump', 'nawab', 'tri', 'pull', 'ball', 'get', 'somewhat', 'big', 'ntheless', 'got', 'connect', 'clearli', 'good', 'enough', 'gobbl', 'deep', 'backward', 'squar', 'well', 'insid', 'boundari', 'line']"
13,PAK,2,15.3,0,"C Karunaratne to Khushdil, no run","good length ball on off and angling slightly away from Shah. Tries to poke at it, but past the outside edge.",0,C Karunaratne,Khushdil,"['good', 'length', 'ball', 'angl', 'slightli', 'away', 'shah', 'tri', 'poke', 'past', 'outsid', 'edg']"
